194	57834	2	879551380
82	133996	2	884714402
13	1859	2	882139746
13	489	4	884538403
244	11862	2	880605157
305	595	5	886323090
95	161495	2	888954930
43	11010	2	883955745
299	76	4	889502823
57	433	3	883698454
84	954	3	883452363
269	475	4	891449922
299	8866	3	877878184
194	10427	4	879525876
160	62	4	876860807
99	2255	3	885678247
10	6620	4	877886846
259	226960	4	874724988
85	595	3	879456350
303	902	4	879467295
213	949	5	878870987
121	703	3	891387947
90	274	5	891383204
49	628	2	888067405
42	10660	3	881108425
155	9619	2	879371261
68	226960	4	876973939
172	16984	4	875537965
19	8012	4	885412840
268	364	4	875744136
5	710	3	875636053
305	226960	2	886324028
44	1624	4	883612356
43	18203	4	875975656
279	11511	1	875298353
80	10427	5	887401701
254	66748	4	886472768
298	8987	3	884183336
279	9323	1	892174404
66	754	4	883601324
18	132738	3	880130193
268	864	2	875542174
99	5503	4	885680138
13	274	4	881515011
26	686	3	891347949
7	9404	4	891353086
222	8844	4	878183481
200	1598	5	884128554
119	8834	4	876923913
213	278589	5	878955442
276	9415	3	874786392
94	9691	3	891723086
130	9059	4	875801662
38	8834	4	892428688
160	1775	3	876857977
293	20649	3	888906966
26	12123	2	891385985
130	639	4	875216545
92	11962	3	886443455
256	579	4	882164999
1	109	4	878542420
72	14275	4	880036718
56	8844	3	892910207
13	4997	4	882140926
15	954	2	879455957
92	62148	3	875654637
207	2925	2	884386343
292	85	5	881105481
232	289	5	888549622
251	8425	2	886272175
224	16388	3	888104153
181	25189	4	878962392
259	8874	4	874724710
305	10684	4	886323648
52	241959	3	882922806
161	137	5	891170769
148	532	5	877399018
125	75	2	892838559
97	154	5	884238860
58	2074	4	884304936
83	578	4	887665548
90	586	4	891383319
272	389	5	879455113
194	1892	3	879521396
125	981	4	879454628
110	37244	1	886987605
299	11010	4	877877775
151	43323	5	879524921
269	123906	4	891446165
6	11010	5	883599249
54	10988	3	880937882
303	13	5	879467542
16	11858	1	877727122
301	11381	4	882078621
276	11114	3	874793035
305	12104	2	886323068
194	15602	2	879541148
91	9619	2	891438397
87	9804	4	879875940
294	3065	4	877819599
286	892	4	877531791
200	424	5	884128458
229	8834	1	891632142
178	1637	4	882826555
303	31102	2	879484804
62	1587	4	879374686
207	1592	3	876018608
92	278589	4	875653271
301	9066	4	882078040
36	9770	5	882157581
70	14370	3	884150257
63	784	3	875747190
28	765	3	881961671
279	161034	4	875307407
250	63	4	878089716
14	274	3	890881335
299	2469	3	889502324
194	6950	3	879525876
303	7300	3	879485532
119	9390	5	874775038
295	1598	5	879966498
268	12123	2	875742942
268	710	2	875744173
66	686	4	883601089
233	137	5	879394264
83	24795	4	880308578
214	264904	3	891542540
192	2925	2	881368243
100	2895	4	891374868
268	10163	1	875744501
301	680	4	882076587
307	78	5	879283786
234	173	3	892334609
83	9350	4	880308755
181	4961	2	878961624
297	770	4	875240090
38	623	5	892430369
7	2759	4	891352093
264	32562	4	886122952
181	27322	1	878961814
201	48862	1	884140579
85	702	4	879456199
269	9603	3	891450023
59	14534	3	888205855
286	15121	4	889651549
193	280	1	889124507
113	9566	5	875936424
292	102961	5	881104093
130	9611	3	876250718
275	274	4	875155140
189	5925	5	893265380
219	329	1	889452455
218	11031	5	877488546
123	595	3	879873020
119	199	5	874775311
158	16984	4	880134407
222	664	4	877563802
302	9415	2	879436875
279	11360	3	875308843
301	5503	5	882076403
181	5	2	878963441
201	28387	1	884140115
13	9322	3	881515193
1	530	3	888732928
145	9390	5	875270570
23	36955	4	874786462
201	34996	4	884114505
296	872	5	884197193
42	9208	3	881105817
33	27322	3	891964230
301	9804	3	882078830
16	278	5	877720297
95	62	3	879197562
154	510	4	879138713
77	963	5	884733766
296	1630	5	884196584
302	55306	2	879436785
244	1598	3	880606667
222	62148	4	878183616
13	2323	5	882140588
16	872	5	877722736
270	579	4	876956264
145	2054	2	875270655
187	278	5	879465631
200	11076	5	876041644
170	205422	5	887646170
101	18550	3	877136138
184	1598	3	889909840
128	105	4	879967478
181	56651	1	878961781
184	623	3	889911285
1	8068	4	878542699
1	9504	4	875072547
184	159150	5	889906967
54	9566	3	880937813
94	8078	4	891725009
128	1630	4	879967767
23	9619	2	874784266
301	174	3	882077222
301	279	3	882075672
112	26941	1	892440172
82	348	3	878769848
222	22625	3	878181976
218	3063	3	877488316
308	41852	4	887739521
303	15	5	879467959
133	714	3	890588547
215	10644	2	891435680
69	184651	5	882126156
254	16633	4	887347350
276	710	4	874792436
104	38153	1	888442575
63	13685	3	875747514
267	11543	4	878970785
13	680	5	881515011
240	6623	3	885775745
286	9390	2	875806800
294	563	5	889241426
90	33245	4	891384424
18	16388	4	880129731
92	157	3	875656201
308	311	4	887739292
144	78	3	888105691
191	2118	4	891560253
59	11359	3	888206409
200	280	5	884129409
16	37247	5	877726146
61	10357	3	892302309
271	142478	4	885848448
271	10409	3	885849325
142	531	5	888640356
275	9268	3	876197678
222	252	3	878182109
87	9090	3	879876917
207	686	4	877879172
272	96378	2	879454663
177	120028	4	880130397
207	119912	2	879664906
299	9612	3	889503806
271	10510	4	885849447
305	10608	4	886324486
49	9571	2	888068912
94	9319	3	891722802
130	27845	3	874953895
10	68	3	877888677
203	159150	3	880433418
191	409	4	891560842
43	9619	3	875975110
21	1024	5	874951695
197	280	5	891409839
13	2895	2	888073635
194	2064	3	879527264
234	149	4	892334543
308	251	4	887740700
308	7452	4	887737036
269	1554	5	891447773
94	1669	4	891721889
268	2164	3	875310824
272	629	5	879455254
121	66	3	891390477
296	8447	5	884196921
134	409	3	891732334
180	18183	5	877544218
234	3598	3	892079140
104	226960	2	888465972
38	11525	1	892434626
269	9591	1	891456255
7	11843	4	891353444
234	25670	3	892078343
275	954	2	876197645
52	18	3	882922661
102	10990	3	888801465
13	525	4	890704999
178	10464	4	882827532
236	9732	3	890116671
256	397	5	882165296
263	679	5	891299752
244	525	3	880605697
279	26352	4	875314001
43	7300	4	883956189
83	1634	2	880309089
151	37247	5	879528710
254	61997	2	886474216
109	11386	3	880579371
297	9089	3	875239422
249	600	4	879641067
144	9587	4	888106106
301	3078	4	882075994
64	10502	3	889737542
92	11360	2	875653665
222	581	4	878181739
268	61997	3	875310745
293	62	5	888905550
213	214652	5	878955442
160	27526	2	876861185
13	488	4	882139901
59	577	5	888205921
5	755	4	875636198
125	11843	5	879454956
174	9445	5	886432749
114	521	3	881260203
213	75567	4	878870518
23	207	2	874786926
128	2054	4	879968827
239	680	4	889179478
181	146599	1	878962955
291	9255	4	875086354
250	378	4	878089963
201	311	3	884114275
60	108	5	883327734
181	1640	2	878961814
119	10535	3	887038665
287	862	5	875334088
216	154	3	880245642
216	7863	4	880233810
203	10684	4	880434463
92	70912	3	875660408
13	9574	3	882774224
213	679	4	878956338
286	4232	5	875806672
117	9304	2	881009697
99	8866	1	885678886
11	1024	3	891904214
65	522	2	879216672
295	253755	4	879517412
269	6114	2	891451610
85	10603	2	881705026
250	79599	5	878089921
137	562	5	881433689
201	21450	2	884112077
257	18203	4	882049932
111	8834	4	891679939
91	213	4	891438875
215	651	4	891436202
181	33657	1	878961586
189	28779	5	893264301
1	8447	4	887431883
303	10895	4	879468375
299	68924	3	879737314
187	89	4	879465242
222	20927	2	877563913
214	1637	4	892668197
293	8512	3	888906655
285	279	4	890595859
303	330	3	879544791
96	500	4	884402860
72	9067	3	880037334
115	13685	4	881171009
7	3063	3	891352178
116	9411	3	886977926
73	213	4	888625753
269	2255	5	891457067
263	433	5	891299514
70	8009	3	884150257
221	627	4	875244204
72	769	5	880036515
25	510	4	885852757
290	273740	5	880473582
189	665	4	893266205
299	55306	3	877618584
264	1624	3	886121516
200	12665	5	884129962
187	62	4	879465653
184	240	4	889909024
63	8818	2	875746985
13	157	4	882397650
298	6620	3	884183063
235	539	4	889655435
62	10896	4	879376178
246	771	2	884923505
54	3595	5	880934806
63	9283	3	875747688
11	11566	3	891904596
92	762	4	875653723
8	1572	3	879362356
307	85	4	879283480
303	18875	4	879468459
256	2119	2	882164603
72	6950	3	880036854
164	10280	2	889402389
117	10218	4	880125101
224	62148	4	888103872
193	1968	3	889127811
94	766	2	891720862
281	1281	2	881200457
130	3065	3	874953794
128	688	1	879966954
94	6520	1	891723593
182	9591	3	885613067
129	187509	1	883245452
254	157	4	886474580
64	236	4	879365491
151	679	2	879524293
45	11000	4	881014015
193	6623	3	889123257
276	922	4	889174849
276	38321	3	874787526
234	240	4	892079140
181	17589	1	878962006
21	9095	1	874951293
293	816	3	888905229
264	2293	5	886123656
10	1939	5	877886722
197	184	3	891409070
276	12335	3	874792945
308	595	4	887736584
221	507	4	875246759
131	47907	4	883681514
268	20759	2	876518557
109	9598	3	880572642
198	11450	3	884208173
230	17832	4	880484286
181	278438	1	878962918
192	30285	4	881368891
234	276031	3	892335501
90	9746	4	891382309
193	16297	4	889124890
128	567	5	879966839
126	121674	2	887855283
244	1669	4	880606634
90	8818	3	891382310
157	11000	3	886890787
305	9732	3	886323684
119	2759	5	874781742
21	199	2	874951382
231	1892	4	888605273
280	1630	3	891700453
288	20910	3	886374129
279	124829	2	890780576
301	8068	4	882078228
72	9587	3	880036783
90	10603	2	891382392
308	266686	3	887738760
59	3595	3	888203053
94	1770	4	891721462
130	18129	4	875216933
26	33660	3	891352136
56	602	5	892679480
82	1630	2	884714249
62	629	4	879373613
276	9090	3	874791871
181	33660	1	878963121
152	10806	3	880147407
178	9591	4	882824291
217	9268	4	889070087
79	55306	4	891271203
138	963	4	879024127
308	11934	5	887737293
75	10478	2	884050393
269	9322	4	891447062
307	771	3	877122695
222	397	3	881059677
121	38684	3	891390544
269	197	1	891448072
13	17795	4	882141924
230	3595	5	880485043
269	702	4	891448800
239	159185	5	889179253
245	15602	5	888513447
56	9208	3	892679460
295	9300	5	879519556
271	15602	2	885848102
222	21352	2	881059117
69	3179	3	882126156
10	63	4	877892210
22	17207	3	878887112
294	9306	3	889242857
82	9623	1	884714492
279	52451	4	875313859
269	578	1	891449406
6	274	5	883600680
243	28238	4	879988184
298	1892	4	884125629
282	1640	1	881703044
78	9619	1	879633567
118	18875	5	875384647
283	194002	5	879297545
171	25624	4	891034835
70	6114	4	884151119
10	275	5	877891747
245	1892	4	888513664
107	120028	3	891264267
246	3036	1	884923445
13	9438	1	883670672
276	712	4	874790826
244	755	2	880607205
189	680	5	893265263
226	784	5	883888671
62	1701	4	879373008
276	19186	4	874792907
214	981	4	891544052
306	75	4	876504354
222	16388	3	878183043
280	11386	5	891700751
60	3063	5	883326122
56	9732	4	892683275
42	6620	5	881105817
1	137	5	875072442
13	7007	4	882397582
173	8818	4	877556988
15	205422	1	879455311
185	103	4	883524249
280	11517	3	891702304
244	236	4	880604077
150	9366	4	878746946
7	900	4	891352134
178	7984	4	882826915
178	3595	3	882823833
95	9691	3	880572658
234	229860	3	892333865
97	199	5	884238887
109	123906	2	880563471
117	2255	5	880124306
269	872	2	891448850
130	26258	3	876252497
264	235	4	886123530
207	11448	3	875506839
42	10020	5	881108147
246	7095	2	884923372
87	9603	4	879876702
101	11076	3	877135677
256	123906	4	882164406
92	10660	3	875654798
181	9283	2	878963418
213	75	1	878955115
92	114	2	876175582
292	288	5	881105561
246	8077	4	884922831
274	9591	5	878945579
188	195726	5	875072583
18	1245	4	880129731
5	33519	1	878844423
236	15764	3	890116254
193	10535	4	889127921
144	10409	4	888105940
90	10363	5	891383866
48	11846	4	879434819
5	11674	2	875635723
22	11134	5	878887983
311	756	4	884365485
8	197	5	879362183
276	600	4	874792547
222	214652	5	878183043
72	2928	4	880035887
299	15	4	878192311
1	892	5	889751711
308	2163	3	887741461
165	639	4	879525778
222	11777	3	878183512
181	602	4	878962623
200	102961	5	884129542
234	29682	4	892336358
244	26561	4	880606243
90	11000	5	891384789
208	639	5	883108324
263	280	4	891298336
134	9619	4	891732335
279	9057	4	892864663
2	25624	4	888550774
288	11101	2	886892127
49	2118	4	888065432
286	623	5	877531406
205	11076	3	888284313
22	9255	4	878887227
234	424	4	892078890
223	8834	3	891548959
15	11000	3	879456204
268	11412	4	876514002
94	16295	3	891722678
274	954	4	878945840
7	220	5	891352010
268	6114	2	875744501
16	266686	5	877717956
164	72148	3	889402298
290	744	4	880474293
92	75567	4	875640800
239	9071	5	889179032
56	152	5	892679308
248	578	4	884534968
234	43323	3	891227851
280	18862	2	891702486
308	240	5	887738760
276	278	5	874787441
192	21915	3	881368302
122	10161	4	879270511
85	10020	3	880838306
262	9306	2	879790874
201	489	3	886013700
181	61563	2	878962623
295	114	4	879518319
263	1637	4	891299387
295	281	4	879518279
201	83718	4	884112800
93	2300	3	888705966
159	15602	5	880557539
158	8077	2	880134532
293	601	3	888906070
82	9268	3	878768882
276	1892	5	874786488
13	10990	5	882397833
217	710	3	889069782
83	1633	4	880308256
189	8447	5	893264466
222	15128	4	878183684
146	25099	5	891458193
267	602	3	878970681
126	1624	3	887855087
181	28779	1	878962675
125	9255	4	892838865
43	90930	4	884029430
13	8467	1	882142057
253	10603	2	891628883
42	11929	3	881108548
77	379	4	884753202
291	9559	5	874835165
268	10874	3	875742822
262	568	3	879792220
234	11934	3	892334680
29	4477	3	882820803
236	38321	5	890116575
158	1945	3	880133116
156	288	4	888185947
232	11318	5	888550130
168	2928	5	884287927
37	4232	4	880915258
141	4477	3	884584426
235	168	4	889655162
102	712	3	888803537
77	278589	3	884752562
90	221	5	891383319
186	9331	5	879023663
44	1633	5	878347915
118	209450	5	875385198
7	288	5	891351624
49	20723	2	888068651
62	161034	1	879374969
42	15602	4	881106072
178	2640	4	882827834
85	4476	2	879454782
77	935	5	884732407
58	159185	2	892243079
56	9304	4	892911290
197	37244	1	891409564
286	408	4	878141681
90	686	3	891382121
181	47449	1	878962349
295	10705	4	879517062
224	13	4	888082495
272	7984	4	879454977
221	549	3	875246662
66	26180	1	883601089
207	424	5	877124871
234	804	3	892079237
7	3109	5	891351653
87	329	5	879875774
195	12110	1	877835102
44	152	5	883613334
306	9819	4	876504442
194	278589	3	879521474
94	2164	3	891722933
167	212	4	892738277
108	275	4	879879720
230	11076	5	880484286
181	4307	1	878962675
54	2118	4	880928519
90	197	4	891384357
181	11062	2	878962997
286	510	4	877531537
14	9427	4	892242403
311	143054	2	884365357
92	602	5	875640679
21	16235	1	874951798
244	1572	1	880602264
181	954	4	878962919
65	9516	4	879216529
37	11517	2	880916070
44	132738	5	878348289
244	348	4	880606043
1	1669	4	878542441
270	11000	5	876954456
299	10436	2	889502756
94	178	3	891723883
286	14370	4	877533058
239	489	5	889181247
216	266686	5	880245145
254	602	3	886472369
62	8077	2	879376483
178	36955	4	882826982
194	103	4	879522819
268	76	3	875745160
188	15121	5	875072674
276	1624	4	874786366
158	2074	4	880135069
207	9591	3	881681663
161	14275	1	891170745
305	829	4	886323937
47	638	3	879439078
64	10445	4	889739212
191	714	3	891560753
7	10510	5	891353011
59	319	5	888204997
69	2255	5	882027109
10	10149	3	877888944
21	9303	4	874951382
58	687	4	884304328
194	11561	3	879549996
7	18875	5	891353543
113	47907	5	875076827
173	8834	5	877557028
95	8845	4	879196354
16	253755	5	877720733
59	9619	4	888206809
311	829	3	884365075
292	576	4	881105516
43	33	4	883955224
79	273740	4	891271545
235	712	5	889655619
125	10705	5	892836309
284	9415	3	885329671
303	744	5	879468547
254	10510	3	886474396
255	189259	1	883217030
104	10806	2	888442275
90	10404	5	891383912
6	14334	4	883601713
279	167320	1	875297433
286	754	4	875807004
222	276031	3	878183565
297	38321	5	875239383
42	9078	3	881108873
130	9691	4	875801778
254	510	3	886472466
109	627	1	880563641
230	20723	2	880485726
244	201974	3	880601905
6	10806	2	883600406
36	8425	4	882157285
256	132738	3	882164727
102	75567	1	888801316
104	11159	4	888465201
21	133805	5	874951695
111	10806	4	891680028
18	532	5	880129628
25	199	4	885852817
110	11858	3	886989501
270	274	5	876955868
68	9390	5	876974133
83	2323	4	880307940
6	686	2	883268278
89	639	5	879459859
128	7984	4	879968029
305	144	4	886323525
184	12606	2	889912691
286	68	5	877532470
279	28054	3	888465209
256	1245	5	882165103
221	14275	5	875245462
140	9437	3	879013617
190	29812	2	891042938
11	174	3	891905896
201	33	5	884114471
150	1892	5	878746685
126	4477	3	887854726
20	3034	2	879669401
144	3595	4	888104122
181	12123	1	878963275
109	9331	4	880578814
85	11314	3	879455021
213	770	3	878955973
222	9059	1	878184290
223	102961	3	891550649
215	92784	4	891435704
218	3034	3	877488366
174	66588	5	886432989
275	525	3	880314383
68	3595	1	876974198
268	2088	4	876513830
160	18183	4	876858346
195	949	4	878019342
224	389	4	888082468
5	27281	1	875636493
99	1701	5	885678724
2	4380	5	888552084
292	687	4	881104148
72	1637	4	880037203
85	154	3	882813248
83	8987	5	880307072
92	10061	2	886443708
7	158675	3	891351772
87	9066	2	879876813
287	9101	4	875334340
1	88	2	878542201
234	15764	2	892079538
222	241	5	878184113
24	278	5	875322758
7	9804	3	891354639
82	680	3	878769410
161	424	3	891170824
196	788	4	881251863
56	225804	4	892683275
82	10830	3	876311344
7	8840	2	891353357
256	2086	4	882164644
226	680	4	883889102
279	278438	5	875296891
308	4380	3	887738151
16	9598	5	877722736
180	137	3	877128388
203	11446	4	880434940
145	680	5	875271896
288	68924	4	886372527
84	3595	3	883450643
44	14285	3	878347818
17	11448	3	885272654
313	226960	4	891015319
148	862	4	877019411
197	586	4	891409070
21	66748	5	874951695
279	10861	3	875298314
239	135313	5	889181015
185	9819	5	883526288
297	78	4	875239125
303	161034	4	879467361
186	18	1	879023607
73	149	3	888625754
104	11862	2	888465739
94	639	3	885870665
239	253755	5	889178833
197	947	5	891409839
280	862	4	891700426
1	226960	3	874965739
224	2088	1	888103729
303	11074	1	879543831
60	11816	4	883327734
198	686	4	884204501
239	1092	5	889178887
6	13	3	883601277
233	10802	4	876374419
85	18129	4	882995615
110	215222	3	886988574
184	1554	3	889908462
99	187509	1	885678436
13	11224	2	882398763
201	379	4	884112201
13	52263	1	882397068
214	164	3	891544465
296	154	4	884197264
222	14291	3	878182589
279	18395	4	875314144
217	769	2	889070109
85	2640	3	879828720
239	578	3	889178762
13	48795	4	882141727
194	62148	3	879527421
208	10322	5	883108476
109	389	3	880572950
230	278589	4	880484523
59	11113	2	888204466
313	981	3	891014373
70	239033	3	884151344
62	769	5	879375169
198	578	3	884207833
65	9294	4	879217509
174	1633	5	886514261
90	629	5	891383241
130	250158	3	880396702
100	11003	2	891375260
283	756	5	879297965
275	11224	3	875154718
311	274	5	884364502
195	714	4	883295500
130	9099	4	876251160
269	330	1	891456350
286	9359	5	877532965
7	24795	3	891354217
56	199	5	892679439
210	105	5	887730676
239	687	5	889180446
96	14291	4	884403531
297	9359	2	875239691
249	2322	3	879572284
94	215822	2	891723706
84	602	4	883452307
275	1669	4	880314031
135	2246	3	879858003
291	11008	4	875086354
125	2759	1	892836623
70	52451	4	884068521
311	687	4	884963365
301	903	4	882076146
152	2320	5	880149074
244	278589	4	880605665
275	11114	2	875154535
53	8987	4	879443288
198	664	2	884206513
244	11381	4	880608037
26	9294	4	891371676
151	11448	3	879542688
124	1585	1	890286933
24	279	5	875323003
271	1587	3	885849419
307	9305	3	879283385
294	12489	3	877819265
234	9361	2	892335042
25	11360	3	885852301
293	18203	3	888904653
201	756	3	884111312
75	3179	1	884050661
13	1892	5	882140354
207	161034	2	877125350
2	273740	5	888552084
313	9331	4	891016220
144	9294	4	888104191
188	132738	4	875074329
276	638	4	874786419
145	17182	1	882182634
72	578	4	880037418
83	36955	4	887665549
181	11306	3	878963086
109	251	4	880581344
207	18989	3	876198301
185	639	4	883526268
14	11257	5	890881557
149	9716	2	883512658
57	5503	5	883698495
230	27768	5	880484370
176	38295	4	886047442
253	581	4	891628501
284	9427	4	885328991
106	665	4	881452685
121	28	3	891388286
62	1245	2	879374640
291	11224	4	875086920
84	25059	4	883452711
293	193	2	888907527
207	11450	3	875991047
194	240	4	879520813
109	581	3	880578711
283	9591	4	879297442
297	4584	5	874954260
181	264904	1	878961749
78	8874	4	879633745
11	10608	4	891904300
308	110	4	887737647
193	12233	4	889126943
297	578	3	875239018
87	13203	4	879877008
250	105	2	878091682
8	273740	5	879362124
186	10586	4	891719774
312	195726	4	891699426
91	30653	3	891438351
5	41240	1	875721432
291	17207	3	875086534
175	123906	5	877107640
145	277804	2	875272833
7	14285	5	891351685
276	433	5	874792907
83	89	5	880307751
102	914	3	888803537
153	85	1	881371140
62	2118	3	879371909
49	32519	3	888065577
268	754	3	875742647
207	9804	2	877822854
313	19185	5	891015049
286	11929	3	877532173
279	762	5	875296435
276	935	5	889174904
62	110	4	879373821
254	10014	1	886475980
83	581	4	880308690
63	275	5	875747319
16	389	5	877719333
297	8845	2	875239914
90	4808	5	891383866
85	11000	2	879452769
42	274	4	881106711
303	788	4	879484981
274	273740	5	878944679
104	22073	3	888442436
94	11382	4	885873006
184	274	4	889908539
293	1412	3	888907527
248	576	4	884534968
18	271078	3	880130764
217	9737	1	889070011
200	9574	4	884127082
201	10586	1	884140751
296	199	5	884196640
7	16633	3	892133739
196	236	4	881251728
69	595	3	882145465
72	207	4	880036747
256	8840	4	882152471
128	769	4	879967225
151	4104	3	879524564
7	892	3	891351287
286	10872	5	877533224
172	25189	4	875537441
308	11235	4	887736743
190	17182	2	891625949
82	11862	1	878768741
308	61997	4	887739257
59	75	1	888203658
64	241068	3	889739539
145	11862	2	885557506
220	754	4	881198966
21	638	4	874950889
285	9427	4	890595313
207	1587	3	878104594
198	8428	3	884208173
220	120028	3	881197771
210	712	4	887730589
181	11010	1	878962392
158	11134	2	880134296
143	3597	3	888407741
75	9390	2	884050309
199	145	4	883782854
223	137447	2	891549841
297	11000	4	874954497
276	1634	4	877934828
299	42314	4	877877649
293	1640	2	888904353
301	10680	2	882079446
1	522	4	875072125
164	8987	4	889401906
96	1598	4	884402860
291	1701	4	874833827
7	621	5	891353892
233	16984	4	877661496
6	696	4	883602212
202	12254	3	879727153
214	226960	4	891543241
184	2769	4	889909691
277	607	3	879543487
194	10644	1	879524216
95	161034	4	879196231
25	607	4	885853415
6	103	4	883601365
38	4722	1	892433660
313	61997	4	891029877
22	9361	3	878888025
262	107847	3	879793715
130	170449	3	880396494
66	1892	5	883601425
21	21915	1	874951054
181	124306	1	878962278
262	85	3	879791948
206	2118	5	888180227
222	197	5	878183285
76	109	4	875028123
151	25440	4	879542460
314	568	5	877888346
13	11412	3	882397502
44	686	4	878340824
303	11224	4	879483510
16	78	2	877717833
270	1024	5	876954927
248	226960	5	884535433
125	424	5	879454309
138	903	5	879024043
268	2758	2	875743978
291	2054	5	874833668
234	11412	3	892335372
239	280	5	889178798
15	112770	3	879455166
94	88	2	891723807
136	78	4	882848925
223	601	3	891550684
82	253755	4	878770027
145	10153	3	888396967
280	9591	3	891700925
179	9770	1	892151366
178	142478	4	882826306
307	11861	4	877123315
10	130092	5	877888613
116	112770	3	876451911
23	686	5	876785704
308	85	4	887736696
188	9390	3	875073648
118	829	5	875385007
246	2293	4	884921794
234	274	4	892078567
194	2322	3	879522917
94	33542	4	885873423
122	10510	4	879270769
312	275	4	891698613
262	278	5	879793022
154	784	3	879138235
223	9614	3	891550067
99	268	4	885680374
83	8984	4	880308690
130	1813	4	877984546
174	251	5	886513729
256	804	5	882164231
59	16984	4	888204349
161	762	1	891171174
244	241	3	880607489
250	207	4	878091818
43	9090	3	883956468
285	10218	5	890595636
42	52856	2	881108815
97	4722	5	884239744
122	966	4	879270327
61	9619	3	891206450
222	10988	2	883816184
4	4961	3	892004275
304	10603	1	884967253
37	268	5	880915942
49	161034	1	888069513
303	2074	4	879467959
165	17447	5	879525987
176	638	5	886047292
3	28353	1	889237269
56	1968	3	892683895
44	2054	4	878341343
190	226960	4	891033697
29	530	4	882821942
94	85	4	885870231
130	11861	3	876251944
117	1892	5	880124648
303	4954	1	879543418
19	642	5	885412840
194	279	4	879521856
158	33542	4	880134261
56	133805	4	892679067
262	12498	3	879791816
181	44535	1	878962240
214	18203	4	891543227
92	4104	4	875656164
188	280	5	875073128
58	214652	5	884305353
244	583	5	880606385
134	6623	4	891732393
298	9078	4	884183406
254	168	4	886472400
230	10680	3	880485197
16	11031	5	877722736
151	28288	5	879524199
181	37667	1	878963305
145	250158	3	875272195
200	10020	5	884128499
248	607	3	884535840
297	756	4	875239658
312	770	5	891699296
151	629	5	879524368
110	1637	3	886988449
305	289	5	886323068
141	686	5	884584338
44	3179	4	878346997
186	8854	3	879023571
214	11257	4	891544414
233	3034	4	880610814
104	9819	2	888465347
312	623	2	891699491
1	199	4	878873388
206	9619	1	888179833
230	433	4	880484587
56	172	3	892679374
94	9665	5	891725332
205	2898	4	888284710
14	85	5	890881294
268	11381	2	876513785
276	12241	3	880913705
83	38223	3	880307140
268	10612	3	875309344
222	10525	3	881060155
279	78	4	875306910
5	25750	1	875635807
